category,section,range,code,description,keywords
Category I,Surgery – Nervous System,50000–59999,53500,"""Urethrlys, transvag w/ scope""","""urethrlys, transvag w/ scope"""
Category I,Surgery – Nervous System,50000–59999,53502,Repair of urethra injury,repair of urethra injury
Category I,Surgery – Nervous System,50000–59999,53505,Repair of urethra injury,repair of urethra injury
Category I,Surgery – Nervous System,50000–59999,53510,Repair of urethra injury,repair of urethra injury
Category I,Surgery – Nervous System,50000–59999,53515,Repair of urethra injury,repair of urethra injury
Category I,Surgery – Nervous System,50000–59999,53520,Repair of urethra defect,repair of urethra defect
Category I,Surgery – Nervous System,50000–59999,53600,Dilate urethra stricture,dilate urethra stricture
Category I,Surgery – Nervous System,50000–59999,53601,Dilate urethra stricture,dilate urethra stricture
Category I,Surgery – Nervous System,50000–59999,53605,Dilate urethra stricture,dilate urethra stricture
Category I,Surgery – Nervous System,50000–59999,53620,Dilate urethra stricture,dilate urethra stricture
Category I,Surgery – Nervous System,50000–59999,53621,Dilate urethra stricture,dilate urethra stricture
Category I,Surgery – Nervous System,50000–59999,53660,Dilation of urethra,dilation of urethra
Category I,Surgery – Nervous System,50000–59999,53661,Dilation of urethra,dilation of urethra
Category I,Surgery – Nervous System,50000–59999,53665,Dilation of urethra,dilation of urethra
Category I,Surgery – Nervous System,50000–59999,53850,Prostatic microwave thermotx,prostatic microwave thermotx
Category I,Surgery – Nervous System,50000–59999,53852,Prostatic rf thermotx,prostatic rf thermotx
Category I,Surgery – Nervous System,50000–59999,53853,Prostatic water thermother,prostatic water thermother
Category I,Surgery – Nervous System,50000–59999,53899,Urology surgery procedure,urology surgery procedure
Category I,Surgery – Nervous System,50000–59999,54000,Slitting of prepuce,slitting of prepuce
Category I,Surgery – Nervous System,50000–59999,54001,Slitting of prepuce,slitting of prepuce
Category I,Surgery – Nervous System,50000–59999,54015,Drain penis lesion,drain penis lesion
Category I,Surgery – Nervous System,50000–59999,54050,"""Destruction, penis lesion(s)""","""destruction, penis lesion(s)"""
Category I,Surgery – Nervous System,50000–59999,54055,"""Destruction, penis lesion(s)""","""destruction, penis lesion(s)"""
Category I,Surgery – Nervous System,50000–59999,54056,"""Cryosurgery, penis lesion(s)""","""cryosurgery, penis lesion(s)"""
Category I,Surgery – Nervous System,50000–59999,54057,"""Laser surg, penis lesion(s)""","""laser surg, penis lesion(s)"""
Category I,Surgery – Nervous System,50000–59999,54060,Excision of penis lesion(s),excision of penis lesion(s)
Category I,Surgery – Nervous System,50000–59999,54065,"""Destruction, penis lesion(s)""","""destruction, penis lesion(s)"""
Category I,Surgery – Nervous System,50000–59999,54100,Biopsy of penis,biopsy of penis
Category I,Surgery – Nervous System,50000–59999,54105,Biopsy of penis,biopsy of penis
Category I,Surgery – Nervous System,50000–59999,54110,Treatment of penis lesion,treatment of penis lesion
Category I,Surgery – Nervous System,50000–59999,54111,"""Treat penis lesion, graft""","""treat penis lesion, graft"""
Category I,Surgery – Nervous System,50000–59999,54112,"""Treat penis lesion, graft""","""treat penis lesion, graft"""
Category I,Surgery – Nervous System,50000–59999,54115,Treatment of penis lesion,treatment of penis lesion
Category I,Surgery – Nervous System,50000–59999,54120,Partial removal of penis,partial removal of penis
Category I,Surgery – Nervous System,50000–59999,54125,Removal of penis,removal of penis
Category I,Surgery – Nervous System,50000–59999,54130,Remove penis & nodes,remove penis & nodes
Category I,Surgery – Nervous System,50000–59999,54135,Remove penis & nodes,remove penis & nodes
Category I,Surgery – Nervous System,50000–59999,54150,Circumcision,circumcision
Category I,Surgery – Nervous System,50000–59999,54152,Circumcision,circumcision
Category I,Surgery – Nervous System,50000–59999,54160,Circumcision,circumcision
Category I,Surgery – Nervous System,50000–59999,54161,Circumcision,circumcision
Category I,Surgery – Nervous System,50000–59999,54162,Lysis penil circumic lesion,lysis penil circumic lesion
Category I,Surgery – Nervous System,50000–59999,54163,Repair of circumcision,repair of circumcision
Category I,Surgery – Nervous System,50000–59999,54164,Frenulotomy of penis,frenulotomy of penis
Category I,Surgery – Nervous System,50000–59999,54200,Treatment of penis lesion,treatment of penis lesion
Category I,Surgery – Nervous System,50000–59999,54205,Treatment of penis lesion,treatment of penis lesion
Category I,Surgery – Nervous System,50000–59999,54220,Treatment of penis lesion,treatment of penis lesion
Category I,Surgery – Nervous System,50000–59999,54230,Prepare penis study,prepare penis study
Category I,Surgery – Nervous System,50000–59999,54231,Dynamic cavernosometry,dynamic cavernosometry
Category I,Surgery – Nervous System,50000–59999,54235,Penile injection,penile injection
Category I,Surgery – Nervous System,50000–59999,54240,Penis study,penis study
Category I,Surgery – Nervous System,50000–59999,54250,Penis study,penis study
Category I,Surgery – Nervous System,50000–59999,54300,Revision of penis,revision of penis
Category I,Surgery – Nervous System,50000–59999,54304,Revision of penis,revision of penis
Category I,Surgery – Nervous System,50000–59999,54308,Reconstruction of urethra,reconstruction of urethra
Category I,Surgery – Nervous System,50000–59999,54312,Reconstruction of urethra,reconstruction of urethra
Category I,Surgery – Nervous System,50000–59999,54316,Reconstruction of urethra,reconstruction of urethra
Category I,Surgery – Nervous System,50000–59999,54318,Reconstruction of urethra,reconstruction of urethra
Category I,Surgery – Nervous System,50000–59999,54322,Reconstruction of urethra,reconstruction of urethra
Category I,Surgery – Nervous System,50000–59999,54324,Reconstruction of urethra,reconstruction of urethra
Category I,Surgery – Nervous System,50000–59999,54326,Reconstruction of urethra,reconstruction of urethra
Category I,Surgery – Nervous System,50000–59999,54328,Revise penis/urethra,revise penis/urethra
Category I,Surgery – Nervous System,50000–59999,54332,Revise penis/urethra,revise penis/urethra
Category I,Surgery – Nervous System,50000–59999,54336,Revise penis/urethra,revise penis/urethra
Category I,Surgery – Nervous System,50000–59999,54340,Secondary urethral surgery,secondary urethral surgery
Category I,Surgery – Nervous System,50000–59999,54344,Secondary urethral surgery,secondary urethral surgery
Category I,Surgery – Nervous System,50000–59999,54348,Secondary urethral surgery,secondary urethral surgery
Category I,Surgery – Nervous System,50000–59999,54352,Reconstruct urethra/penis,reconstruct urethra/penis
Category I,Surgery – Nervous System,50000–59999,54360,Penis plastic surgery,penis plastic surgery
Category I,Surgery – Nervous System,50000–59999,54380,Repair penis,repair penis
Category I,Surgery – Nervous System,50000–59999,54385,Repair penis,repair penis
Category I,Surgery – Nervous System,50000–59999,54390,Repair penis and bladder,repair penis and bladder
Category I,Surgery – Nervous System,50000–59999,54400,Insert semi-rigid prosthesis,insert semi-rigid prosthesis
Category I,Surgery – Nervous System,50000–59999,54401,Insert self-contd prosthesis,insert self-contd prosthesis
Category I,Surgery – Nervous System,50000–59999,54405,Insert multi-comp penis pros,insert multi-comp penis pros
Category I,Surgery – Nervous System,50000–59999,54406,Remove muti-comp penis pros,remove muti-comp penis pros
Category I,Surgery – Nervous System,50000–59999,54408,Repair multi-comp penis pros,repair multi-comp penis pros
Category I,Surgery – Nervous System,50000–59999,54410,Remove/replace penis prosth,remove/replace penis prosth
Category I,Surgery – Nervous System,50000–59999,54411,"""Remov/replc penis pros, comp""","""remov/replc penis pros, comp"""
Category I,Surgery – Nervous System,50000–59999,54415,Remove self-contd penis pros,remove self-contd penis pros
Category I,Surgery – Nervous System,50000–59999,54416,Remv/repl penis contain pros,remv/repl penis contain pros
Category I,Surgery – Nervous System,50000–59999,54417,"""Remv/replc penis pros, compl""","""remv/replc penis pros, compl"""
Category I,Surgery – Nervous System,50000–59999,54420,Revision of penis,revision of penis
Category I,Surgery – Nervous System,50000–59999,54430,Revision of penis,revision of penis
Category I,Surgery – Nervous System,50000–59999,54435,Revision of penis,revision of penis
Category I,Surgery – Nervous System,50000–59999,54440,Repair of penis,repair of penis
Category I,Surgery – Nervous System,50000–59999,54450,Preputial stretching,preputial stretching
Category I,Surgery – Nervous System,50000–59999,54500,Biopsy of testis,biopsy of testis
Category I,Surgery – Nervous System,50000–59999,54505,Biopsy of testis,biopsy of testis
Category I,Surgery – Nervous System,50000–59999,54512,Excise lesion testis,excise lesion testis
Category I,Surgery – Nervous System,50000–59999,54520,Removal of testis,removal of testis
Category I,Surgery – Nervous System,50000–59999,54522,"""Orchiectomy, partial""","""orchiectomy, partial"""
Category I,Surgery – Nervous System,50000–59999,54530,Removal of testis,removal of testis
Category I,Surgery – Nervous System,50000–59999,54535,Extensive testis surgery,extensive testis surgery
Category I,Surgery – Nervous System,50000–59999,54550,Exploration for testis,exploration for testis
Category I,Surgery – Nervous System,50000–59999,54560,Exploration for testis,exploration for testis
Category I,Surgery – Nervous System,50000–59999,54600,Reduce testis torsion,reduce testis torsion
Category I,Surgery – Nervous System,50000–59999,54620,Suspension of testis,suspension of testis
Category I,Surgery – Nervous System,50000–59999,54640,Suspension of testis,suspension of testis
Category I,Surgery – Nervous System,50000–59999,54650,Orchiopexy (Fowler-Stephens),orchiopexy (fowler-stephens)
Category I,Surgery – Nervous System,50000–59999,54660,Revision of testis,revision of testis
Category I,Surgery – Nervous System,50000–59999,54670,Repair testis injury,repair testis injury
Category I,Surgery – Nervous System,50000–59999,54680,Relocation of testis(es),relocation of testis(es)
Category I,Surgery – Nervous System,50000–59999,54690,"""Laparoscopy, orchiectomy""","""laparoscopy, orchiectomy"""
Category I,Surgery – Nervous System,50000–59999,54692,"""Laparoscopy, orchiopexy""","""laparoscopy, orchiopexy"""
Category I,Surgery – Nervous System,50000–59999,54699,"""Laparoscope proc, testis""","""laparoscope proc, testis"""
Category I,Surgery – Nervous System,50000–59999,54700,Drainage of scrotum,drainage of scrotum
Category I,Surgery – Nervous System,50000–59999,54800,Biopsy of epididymis,biopsy of epididymis
Category I,Surgery – Nervous System,50000–59999,54820,Exploration of epididymis,exploration of epididymis
Category I,Surgery – Nervous System,50000–59999,54830,Remove epididymis lesion,remove epididymis lesion
Category I,Surgery – Nervous System,50000–59999,54840,Remove epididymis lesion,remove epididymis lesion
Category I,Surgery – Nervous System,50000–59999,54860,Removal of epididymis,removal of epididymis
Category I,Surgery – Nervous System,50000–59999,54861,Removal of epididymis,removal of epididymis
Category I,Surgery – Nervous System,50000–59999,54900,Fusion of spermatic ducts,fusion of spermatic ducts
Category I,Surgery – Nervous System,50000–59999,54901,Fusion of spermatic ducts,fusion of spermatic ducts
Category I,Surgery – Nervous System,50000–59999,55000,Drainage of hydrocele,drainage of hydrocele
Category I,Surgery – Nervous System,50000–59999,55040,Removal of hydrocele,removal of hydrocele
Category I,Surgery – Nervous System,50000–59999,55041,Removal of hydroceles,removal of hydroceles
Category I,Surgery – Nervous System,50000–59999,55060,Repair of hydrocele,repair of hydrocele
Category I,Surgery – Nervous System,50000–59999,55100,Drainage of scrotum abscess,drainage of scrotum abscess
Category I,Surgery – Nervous System,50000–59999,55110,Explore scrotum,explore scrotum
Category I,Surgery – Nervous System,50000–59999,55120,Removal of scrotum lesion,removal of scrotum lesion
Category I,Surgery – Nervous System,50000–59999,55150,Removal of scrotum,removal of scrotum
Category I,Surgery – Nervous System,50000–59999,55175,Revision of scrotum,revision of scrotum
Category I,Surgery – Nervous System,50000–59999,55180,Revision of scrotum,revision of scrotum
Category I,Surgery – Nervous System,50000–59999,55200,Incision of sperm duct,incision of sperm duct
Category I,Surgery – Nervous System,50000–59999,55250,Removal of sperm duct(s),removal of sperm duct(s)
Category I,Surgery – Nervous System,50000–59999,55300,"""Prepare, sperm duct x-ray""","""prepare, sperm duct x-ray"""
Category I,Surgery – Nervous System,50000–59999,55400,Repair of sperm duct,repair of sperm duct
Category I,Surgery – Nervous System,50000–59999,55450,Ligation of sperm duct,ligation of sperm duct
Category I,Surgery – Nervous System,50000–59999,55500,Removal of hydrocele,removal of hydrocele
Category I,Surgery – Nervous System,50000–59999,55520,Removal of sperm cord lesion,removal of sperm cord lesion
Category I,Surgery – Nervous System,50000–59999,55530,Revise spermatic cord veins,revise spermatic cord veins
Category I,Surgery – Nervous System,50000–59999,55535,Revise spermatic cord veins,revise spermatic cord veins
Category I,Surgery – Nervous System,50000–59999,55540,Revise hernia & sperm veins,revise hernia & sperm veins
Category I,Surgery – Nervous System,50000–59999,55550,Laparo ligate spermatic vein,laparo ligate spermatic vein
Category I,Surgery – Nervous System,50000–59999,55559,"""Laparo proc, spermatic cord""","""laparo proc, spermatic cord"""
Category I,Surgery – Nervous System,50000–59999,55600,Incise sperm duct pouch,incise sperm duct pouch
Category I,Surgery – Nervous System,50000–59999,55605,Incise sperm duct pouch,incise sperm duct pouch
Category I,Surgery – Nervous System,50000–59999,55650,Remove sperm duct pouch,remove sperm duct pouch
Category I,Surgery – Nervous System,50000–59999,55680,Remove sperm pouch lesion,remove sperm pouch lesion
Category I,Surgery – Nervous System,50000–59999,55700,Biopsy of prostate,biopsy of prostate
Category I,Surgery – Nervous System,50000–59999,55705,Biopsy of prostate,biopsy of prostate
Category I,Surgery – Nervous System,50000–59999,55720,Drainage of prostate abscess,drainage of prostate abscess
Category I,Surgery – Nervous System,50000–59999,55725,Drainage of prostate abscess,drainage of prostate abscess
Category I,Surgery – Nervous System,50000–59999,55801,Removal of prostate,removal of prostate
Category I,Surgery – Nervous System,50000–59999,55810,Extensive prostate surgery,extensive prostate surgery
Category I,Surgery – Nervous System,50000–59999,55812,Extensive prostate surgery,extensive prostate surgery
Category I,Surgery – Nervous System,50000–59999,55815,Extensive prostate surgery,extensive prostate surgery
Category I,Surgery – Nervous System,50000–59999,55821,Removal of prostate,removal of prostate
Category I,Surgery – Nervous System,50000–59999,55831,Removal of prostate,removal of prostate
Category I,Surgery – Nervous System,50000–59999,55840,Extensive prostate surgery,extensive prostate surgery
Category I,Surgery – Nervous System,50000–59999,55842,Extensive prostate surgery,extensive prostate surgery
Category I,Surgery – Nervous System,50000–59999,55845,Extensive prostate surgery,extensive prostate surgery
Category I,Surgery – Nervous System,50000–59999,55859,"""Percut/needle insert, pros""","""percut/needle insert, pros"""
Category I,Surgery – Nervous System,50000–59999,55860,"""Surgical exposure, prostate""","""surgical exposure, prostate"""
Category I,Surgery – Nervous System,50000–59999,55862,Extensive prostate surgery,extensive prostate surgery
Category I,Surgery – Nervous System,50000–59999,55865,Extensive prostate surgery,extensive prostate surgery
Category I,Surgery – Nervous System,50000–59999,55866,Laparo radical prostatectomy,laparo radical prostatectomy
Category I,Surgery – Nervous System,50000–59999,55870,Electroejaculation,electroejaculation
Category I,Surgery – Nervous System,50000–59999,55873,Cryoablate prostate,cryoablate prostate
Category I,Surgery – Nervous System,50000–59999,55899,Genital surgery procedure,genital surgery procedure
Category I,Surgery – Nervous System,50000–59999,55970,"""Sex transformation, M to F""","""sex transformation, m to f"""
Category I,Surgery – Nervous System,50000–59999,55980,"""Sex transformation, F to M""","""sex transformation, f to m"""
Category I,Surgery – Nervous System,50000–59999,56405,I & D of vulva/perineum,i & d of vulva/perineum
Category I,Surgery – Nervous System,50000–59999,56420,Drainage of gland abscess,drainage of gland abscess
Category I,Surgery – Nervous System,50000–59999,56440,Surgery for vulva lesion,surgery for vulva lesion
Category I,Surgery – Nervous System,50000–59999,56441,Lysis of labial lesion(s),lysis of labial lesion(s)
Category I,Surgery – Nervous System,50000–59999,56501,"""Destroy, vulva lesions, sim""","""destroy, vulva lesions, sim"""
Category I,Surgery – Nervous System,50000–59999,56515,Destroy vulva lesion/s compl,destroy vulva lesion/s compl
Category I,Surgery – Nervous System,50000–59999,56605,Biopsy of vulva/perineum,biopsy of vulva/perineum
Category I,Surgery – Nervous System,50000–59999,56606,Biopsy of vulva/perineum,biopsy of vulva/perineum
Category I,Surgery – Nervous System,50000–59999,56620,Partial removal of vulva,partial removal of vulva
Category I,Surgery – Nervous System,50000–59999,56625,Complete removal of vulva,complete removal of vulva
Category I,Surgery – Nervous System,50000–59999,56630,Extensive vulva surgery,extensive vulva surgery
Category I,Surgery – Nervous System,50000–59999,56631,Extensive vulva surgery,extensive vulva surgery
Category I,Surgery – Nervous System,50000–59999,56632,Extensive vulva surgery,extensive vulva surgery
Category I,Surgery – Nervous System,50000–59999,56633,Extensive vulva surgery,extensive vulva surgery
Category I,Surgery – Nervous System,50000–59999,56634,Extensive vulva surgery,extensive vulva surgery
Category I,Surgery – Nervous System,50000–59999,56637,Extensive vulva surgery,extensive vulva surgery
Category I,Surgery – Nervous System,50000–59999,56640,Extensive vulva surgery,extensive vulva surgery
Category I,Surgery – Nervous System,50000–59999,56700,Partial removal of hymen,partial removal of hymen
Category I,Surgery – Nervous System,50000–59999,56720,Incision of hymen,incision of hymen
Category I,Surgery – Nervous System,50000–59999,56740,Remove vagina gland lesion,remove vagina gland lesion
Category I,Surgery – Nervous System,50000–59999,56800,Repair of vagina,repair of vagina
Category I,Surgery – Nervous System,50000–59999,56805,Repair clitoris,repair clitoris
Category I,Surgery – Nervous System,50000–59999,56810,Repair of perineum,repair of perineum
Category I,Surgery – Nervous System,50000–59999,56820,Exam of vulva w/scope,exam of vulva w/scope
Category I,Surgery – Nervous System,50000–59999,56821,Exam/biopsy of vulva w/scope,exam/biopsy of vulva w/scope
Category I,Surgery – Nervous System,50000–59999,57000,Exploration of vagina,exploration of vagina
Category I,Surgery – Nervous System,50000–59999,57010,Drainage of pelvic abscess,drainage of pelvic abscess
Category I,Surgery – Nervous System,50000–59999,57020,Drainage of pelvic fluid,drainage of pelvic fluid
Category I,Surgery – Nervous System,50000–59999,57022,"""I & d vaginal hematoma, pp""","""i & d vaginal hematoma, pp"""
Category I,Surgery – Nervous System,50000–59999,57023,"""I & d vag hematoma, non-ob""","""i & d vag hematoma, non-ob"""
Category I,Surgery – Nervous System,50000–59999,57061,"""Destroy vag lesions, simple""","""destroy vag lesions, simple"""
Category I,Surgery – Nervous System,50000–59999,57065,"""Destroy vag lesions, complex""","""destroy vag lesions, complex"""
Category I,Surgery – Nervous System,50000–59999,57100,Biopsy of vagina,biopsy of vagina
Category I,Surgery – Nervous System,50000–59999,57105,Biopsy of vagina,biopsy of vagina
Category I,Surgery – Nervous System,50000–59999,57106,"""Remove vagina wall, partial""","""remove vagina wall, partial"""
Category I,Surgery – Nervous System,50000–59999,57107,"""Remove vagina tissue, part""","""remove vagina tissue, part"""
Category I,Surgery – Nervous System,50000–59999,57109,Vaginectomy partial w/nodes,vaginectomy partial w/nodes
Category I,Surgery – Nervous System,50000–59999,57110,"""Remove vagina wall, complete""","""remove vagina wall, complete"""
Category I,Surgery – Nervous System,50000–59999,57111,"""Remove vagina tissue, compl""","""remove vagina tissue, compl"""
Category I,Surgery – Nervous System,50000–59999,57112,"""Vaginectomy w/nodes, compl""","""vaginectomy w/nodes, compl"""
Category I,Surgery – Nervous System,50000–59999,57120,Closure of vagina,closure of vagina
Category I,Surgery – Nervous System,50000–59999,57130,Remove vagina lesion,remove vagina lesion
Category I,Surgery – Nervous System,50000–59999,57135,Remove vagina lesion,remove vagina lesion
Category I,Surgery – Nervous System,50000–59999,57150,Treat vagina infection,treat vagina infection
Category I,Surgery – Nervous System,50000–59999,57155,Insert uteri tandems/ovoids,insert uteri tandems/ovoids
Category I,Surgery – Nervous System,50000–59999,57160,Insert pessary/other device,insert pessary/other device
Category I,Surgery – Nervous System,50000–59999,57170,Fitting of diaphragm/cap,fitting of diaphragm/cap
Category I,Surgery – Nervous System,50000–59999,57180,Treat vaginal bleeding,treat vaginal bleeding
Category I,Surgery – Nervous System,50000–59999,57200,Repair of vagina,repair of vagina
Category I,Surgery – Nervous System,50000–59999,57210,Repair vagina/perineum,repair vagina/perineum
Category I,Surgery – Nervous System,50000–59999,57220,Revision of urethra,revision of urethra
Category I,Surgery – Nervous System,50000–59999,57230,Repair of urethral lesion,repair of urethral lesion
Category I,Surgery – Nervous System,50000–59999,57240,Repair bladder & vagina,repair bladder & vagina
Category I,Surgery – Nervous System,50000–59999,57250,Repair rectum & vagina,repair rectum & vagina
Category I,Surgery – Nervous System,50000–59999,57260,Repair of vagina,repair of vagina
Category I,Surgery – Nervous System,50000–59999,57265,Extensive repair of vagina,extensive repair of vagina
Category I,Surgery – Nervous System,50000–59999,57267,Insert mesh/pelvic flr addon,insert mesh/pelvic flr addon
Category I,Surgery – Nervous System,50000–59999,57268,Repair of bowel bulge,repair of bowel bulge
Category I,Surgery – Nervous System,50000–59999,57270,Repair of bowel pouch,repair of bowel pouch
Category I,Surgery – Nervous System,50000–59999,57280,Suspension of vagina,suspension of vagina
Category I,Surgery – Nervous System,50000–59999,57282,"""Colpopexy, extraperitoneal""","""colpopexy, extraperitoneal"""
Category I,Surgery – Nervous System,50000–59999,57283,"""Colpopexy, intraperitoneal""","""colpopexy, intraperitoneal"""
Category I,Surgery – Nervous System,50000–59999,57284,Repair paravaginal defect,repair paravaginal defect
Category I,Surgery – Nervous System,50000–59999,57287,Revise/remove sling repair,revise/remove sling repair
Category I,Surgery – Nervous System,50000–59999,57288,Repair bladder defect,repair bladder defect
Category I,Surgery – Nervous System,50000–59999,57289,Repair bladder & vagina,repair bladder & vagina
Category I,Surgery – Nervous System,50000–59999,57291,Construction of vagina,construction of vagina
Category I,Surgery – Nervous System,50000–59999,57292,Construct vagina with graft,construct vagina with graft
Category I,Surgery – Nervous System,50000–59999,57300,Repair rectum-vagina fistula,repair rectum-vagina fistula
Category I,Surgery – Nervous System,50000–59999,57305,Repair rectum-vagina fistula,repair rectum-vagina fistula
Category I,Surgery – Nervous System,50000–59999,57307,Fistula repair & colostomy,fistula repair & colostomy
Category I,Surgery – Nervous System,50000–59999,57308,"""Fistula repair, transperine""","""fistula repair, transperine"""
Category I,Surgery – Nervous System,50000–59999,57310,Repair urethrovaginal lesion,repair urethrovaginal lesion
Category I,Surgery – Nervous System,50000–59999,57311,Repair urethrovaginal lesion,repair urethrovaginal lesion
Category I,Surgery – Nervous System,50000–59999,57320,Repair bladder-vagina lesion,repair bladder-vagina lesion
Category I,Surgery – Nervous System,50000–59999,57330,Repair bladder-vagina lesion,repair bladder-vagina lesion
Category I,Surgery – Nervous System,50000–59999,57335,Repair vagina,repair vagina
Category I,Surgery – Nervous System,50000–59999,57400,Dilation of vagina,dilation of vagina
Category I,Surgery – Nervous System,50000–59999,57410,Pelvic examination,pelvic examination
Category I,Surgery – Nervous System,50000–59999,57415,Remove vaginal foreign body,remove vaginal foreign body
Category I,Surgery – Nervous System,50000–59999,57420,Exam of vagina w/scope,exam of vagina w/scope
Category I,Surgery – Nervous System,50000–59999,57421,Exam/biopsy of vag w/scope,exam/biopsy of vag w/scope
Category I,Surgery – Nervous System,50000–59999,57425,"""Laparoscopy, surg, colpopexy""","""laparoscopy, surg, colpopexy"""
Category I,Surgery – Nervous System,50000–59999,57452,Exam of cervix w/scope,exam of cervix w/scope
Category I,Surgery – Nervous System,50000–59999,57454,Bx/curett of cervix w/scope,bx/curett of cervix w/scope
Category I,Surgery – Nervous System,50000–59999,57455,Biopsy of cervix w/scope,biopsy of cervix w/scope
Category I,Surgery – Nervous System,50000–59999,57456,Endocerv curettage w/scope,endocerv curettage w/scope
Category I,Surgery – Nervous System,50000–59999,57460,"""Bx of cervix w/scope, leep""","""bx of cervix w/scope, leep"""
Category I,Surgery – Nervous System,50000–59999,57461,"""Conz of cervix w/scope, leep""","""conz of cervix w/scope, leep"""
Category I,Surgery – Nervous System,50000–59999,57500,Biopsy of cervix,biopsy of cervix
Category I,Surgery – Nervous System,50000–59999,57505,Endocervical curettage,endocervical curettage
Category I,Surgery – Nervous System,50000–59999,57510,Cauterization of cervix,cauterization of cervix
Category I,Surgery – Nervous System,50000–59999,57511,Cryocautery of cervix,cryocautery of cervix
Category I,Surgery – Nervous System,50000–59999,57513,Laser surgery of cervix,laser surgery of cervix
Category I,Surgery – Nervous System,50000–59999,57520,Conization of cervix,conization of cervix
Category I,Surgery – Nervous System,50000–59999,57522,Conization of cervix,conization of cervix
Category I,Surgery – Nervous System,50000–59999,57530,Removal of cervix,removal of cervix
Category I,Surgery – Nervous System,50000–59999,57531,"""Removal of cervix, radical""","""removal of cervix, radical"""
Category I,Surgery – Nervous System,50000–59999,57540,Removal of residual cervix,removal of residual cervix
Category I,Surgery – Nervous System,50000–59999,57545,Remove cervix/repair pelvis,remove cervix/repair pelvis
Category I,Surgery – Nervous System,50000–59999,57550,Removal of residual cervix,removal of residual cervix
Category I,Surgery – Nervous System,50000–59999,57555,Remove cervix/repair vagina,remove cervix/repair vagina
Category I,Surgery – Nervous System,50000–59999,57556,"""Remove cervix, repair bowel""","""remove cervix, repair bowel"""
Category I,Surgery – Nervous System,50000–59999,57700,Revision of cervix,revision of cervix
Category I,Surgery – Nervous System,50000–59999,57720,Revision of cervix,revision of cervix
Category I,Surgery – Nervous System,50000–59999,57800,Dilation of cervical canal,dilation of cervical canal
Category I,Surgery – Nervous System,50000–59999,57820,D & c of residual cervix,d & c of residual cervix
Category I,Surgery – Nervous System,50000–59999,58100,Biopsy of uterus lining,biopsy of uterus lining
Category I,Surgery – Nervous System,50000–59999,58120,Dilation and curettage,dilation and curettage
Category I,Surgery – Nervous System,50000–59999,58140,Myomectomy abdom method,myomectomy abdom method
Category I,Surgery – Nervous System,50000–59999,58145,Myomectomy vag method,myomectomy vag method
Category I,Surgery – Nervous System,50000–59999,58146,Myomectomy abdom complex,myomectomy abdom complex
Category I,Surgery – Nervous System,50000–59999,58150,Total hysterectomy,total hysterectomy
Category I,Surgery – Nervous System,50000–59999,58152,Total hysterectomy,total hysterectomy
Category I,Surgery – Nervous System,50000–59999,58180,Partial hysterectomy,partial hysterectomy
Category I,Surgery – Nervous System,50000–59999,58200,Extensive hysterectomy,extensive hysterectomy
Category I,Surgery – Nervous System,50000–59999,58210,Extensive hysterectomy,extensive hysterectomy
Category I,Surgery – Nervous System,50000–59999,58240,Removal of pelvis contents,removal of pelvis contents
Category I,Surgery – Nervous System,50000–59999,58260,Vaginal hysterectomy,vaginal hysterectomy
Category I,Surgery – Nervous System,50000–59999,58262,Vag hyst including t/o,vag hyst including t/o
Category I,Surgery – Nervous System,50000–59999,58263,Vag hyst w/t/o & vag repair,vag hyst w/t/o & vag repair
Category I,Surgery – Nervous System,50000–59999,58267,Vag hyst w/urinary repair,vag hyst w/urinary repair
Category I,Surgery – Nervous System,50000–59999,58270,Vag hyst w/enterocele repair,vag hyst w/enterocele repair
Category I,Surgery – Nervous System,50000–59999,58275,Hysterectomy/revise vagina,hysterectomy/revise vagina
Category I,Surgery – Nervous System,50000–59999,58280,Hysterectomy/revise vagina,hysterectomy/revise vagina
Category I,Surgery – Nervous System,50000–59999,58285,Extensive hysterectomy,extensive hysterectomy
Category I,Surgery – Nervous System,50000–59999,58290,Vag hyst complex,vag hyst complex
Category I,Surgery – Nervous System,50000–59999,58291,"""Vag hyst incl t/o, complex""","""vag hyst incl t/o, complex"""
Category I,Surgery – Nervous System,50000–59999,58292,"""Vag hyst t/o & repair, compl""","""vag hyst t/o & repair, compl"""
Category I,Surgery – Nervous System,50000–59999,58293,"""Vag hyst w/uro repair, compl""","""vag hyst w/uro repair, compl"""
Category I,Surgery – Nervous System,50000–59999,58294,"""Vag hyst w/enterocele, compl""","""vag hyst w/enterocele, compl"""
Category I,Surgery – Nervous System,50000–59999,58300,Insert intrauterine device,insert intrauterine device
Category I,Surgery – Nervous System,50000–59999,58301,Remove intrauterine device,remove intrauterine device
Category I,Surgery – Nervous System,50000–59999,58321,Artificial insemination,artificial insemination
Category I,Surgery – Nervous System,50000–59999,58322,Artificial insemination,artificial insemination
Category I,Surgery – Nervous System,50000–59999,58323,Sperm washing,sperm washing
Category I,Surgery – Nervous System,50000–59999,58340,Catheter for hysterography,catheter for hysterography
Category I,Surgery – Nervous System,50000–59999,58345,Reopen fallopian tube,reopen fallopian tube
Category I,Surgery – Nervous System,50000–59999,58346,Insert heyman uteri capsule,insert heyman uteri capsule
Category I,Surgery – Nervous System,50000–59999,58350,Reopen fallopian tube,reopen fallopian tube
